マップデータ				
string Node Prefix	int サイズ.values	int マップ位置.values	string 種別	int 番号
シャングリラ強襲.データ.０１３３		66	箱	280
		12		
シャングリラ強襲.データ.０１３４		66	箱	290
		14		
シャングリラ強襲.データ.０１３５		67	道（┐）	
		12		
シャングリラ強襲.データ.０１３６		67	道（├）	
		13		
シャングリラ強襲.データ.０１３７		67	道（┘）	
		14		
シャングリラ強襲.データ.０１３８		68	箱	295
		13		
シャングリラ強襲.データ.０１３９		69	道（─）	
		13		
シャングリラ強襲.データ.０１４０		70	道（┐）	
		13		
シャングリラ強襲.データ.０１４１		70	道（└）	
		14		
シャングリラ強襲.データ.０１４２		71	箱	400
		14		
シャングリラ強襲.データ.０１４３		72	道（─）	
		14		
シャングリラ強襲.データ.０１４４		73	道（┌）	
		12		
シャングリラ強襲.データ.０１４５		73	箱	410
		13		
シャングリラ強襲.データ.０１４６		73	道（┘）	
		14		
シャングリラ強襲.データ.０１４７		74	道（─）	
		12		
シャングリラ強襲.データ.０１４８		74	道（─）	
		13		
シャングリラ強襲.データ.０１４９		75	道（─）	420
		12		
シャングリラ強襲.データ.０１５０		75	道（┐）	
		13		
シャングリラ強襲.データ.０１５１		75	道（└）	
		14		
シャングリラ強襲.データ.０１５２		76	道（┐）	
		12		
シャングリラ強襲.データ.０１５３		76	道（└）	
		13		
シャングリラ強襲.データ.０１５４		76	箱	425
		14		
シャングリラ強襲.データ.０１５５		77	道（─）	421
		13		
シャングリラ強襲.データ.０１５６		77	道（─）	
		14		
シャングリラ強襲.データ.０１５７		78	道（┐）	
		13		
シャングリラ強襲.データ.０１５８		78	道（┴）	
		14		
シャングリラ強襲.データ.０１５９		79	箱	430
		14		
シャングリラ強襲.データ.０１６０		80	道（─）	
		14		
シャングリラ強襲.データ.０１６１		81	道（┌）	
		13		
シャングリラ強襲.データ.０１６２		81	道（┘）	
		14		
シャングリラ強襲.データ.０１６３		82	箱	460
		13		
シャングリラ強襲.データ.０１６４		83	道（┌）	
		12		
シャングリラ強襲.データ.０１６５		83	道（┘）	
		13		
シャングリラ強襲.データ.０１６６		84	道（┌）	
		11		
シャングリラ強襲.データ.０１６７		84	箱	470
		12		
シャングリラ強襲.データ.０１６８		84	道（└）	
		13		
シャングリラ強襲.データ.０１６９		85	道（─）	
		11		
シャングリラ強襲.データ.０１７０		85	道（─）	
		13		
シャングリラ強襲.データ.０１７１		86	道（┌）	
		10		
シャングリラ強襲.データ.０１７２		86	道（┘）	
		11		
シャングリラ強襲.データ.０１７３		86	道（┌）	
		12		
シャングリラ強襲.データ.０１７４		86	道（┘）	
		13		
シャングリラ強襲.データ.０１７５		87	箱	480
		10		
シャングリラ強襲.データ.０１７６		87	箱	485
		12		
シャングリラ強襲.データ.０１７７		88	道（─）	
		10		
シャングリラ強襲.データ.０１７８		88	道（┐）	
		12		
シャングリラ強襲.データ.０１７９		88	道（└）	
		13		
シャングリラ強襲.データ.０１８０		89	道（┐）	
		10		
シャングリラ強襲.データ.０１８１		89	道（│）	
		11		
シャングリラ強襲.データ.０１８２		89	道（├）	
		12		
シャングリラ強襲.データ.０１８３		89	道（┘）	
		13		
シャングリラ強襲.データ.０１８４		90	箱	490
		12		
シャングリラ強襲.データ.０１８５		91	道（─）	
		12		
シャングリラ強襲.データ.０１８６		92	箱	500
		12		
シャングリラ強襲.データ.０１８７		93	道（─）	501
		12		
シャングリラ強襲.データ.０１８８		94	道（─）	
		12		
シャングリラ強襲.データ.０１８９		95	箱	510
		12		
シャングリラ強襲.データ.０１９０		96	道（─）	
		12		
シャングリラ強襲.データ.０１９１		97	道（┐）	
		12		
シャングリラ強襲.データ.０１９２		97	箱	520
		13		
シャングリラ強襲.データ.０１９３		98	道（─）	
		13		
シャングリラ強襲.データ.０１９４		99	箱	525
		13		
シャングリラ強襲.データ.０１９５		100	道（─）	
		13		
シャングリラ強襲.データ.０１９６		101	箱	530
		13		
シャングリラ強襲.データ.０１９７		102	道（┐）	
		13		
シャングリラ強襲.データ.０１９８		102	道（│）	
		14		
シャングリラ強襲.データ.０１９９		102	道（└）	
		15		
シャングリラ強襲.データ.０２００		103	箱	540
		15		
シャングリラ強襲.データ.０２０１		104	道（─）	
		15		
シャングリラ強襲.データ.０２０２		105	道（─）	
		15		
シャングリラ強襲.データ.０２０３		106	箱	550
		14		
シャングリラ強襲.データ.０２０４		106	道（┘）	
		15		
シャングリラ強襲.データ.０２０５		107	道（─）	
		14		
シャングリラ強襲.データ.０２０６		108	道（┌）	
		13		
シャングリラ強襲.データ.０２０７		108	道（┘）	
		14		
シャングリラ強襲.データ.０２０８		109	箱	570
		13		
シャングリラ強襲.データ.０２０９		110	道（─）	
		13		
シャングリラ強襲.データ.０２１０		111	道（┐）	
		13		
シャングリラ強襲.データ.０２１１		111	道（└）	
		14		
シャングリラ強襲.データ.０２１２		112	道（─）	
		14		
シャングリラ強襲.データ.０２１３		113	道（─）	
		14		
シャングリラ強襲.データ.０２１４		114	箱	580
		14		
ゼス１	310			
	30			
ゼス１.データ.０００１		4	箱	1
		14		
ゼス１.データ.０００２		5	道（─）	
		14		
ゼス１.データ.０００３		6	道（─）	
		14		
ゼス１.データ.０００４		7	道（─）	5
		14		
ゼス１.データ.０００５		8	道（─）	
		14		
ゼス１.データ.０００６		9	道（─）	
		14		
ゼス１.データ.０００７		10	道（─）	6
		14		
ゼス１.データ.０００８		11	箱	10
		14		
ゼス１.データ.０００９		12	道（┌）	
		13		
ゼス１.データ.００１０		12	道（┘）	
		14		
ゼス１.データ.００１１		13	箱	15
		13		
ゼス１.データ.００１２		14	道（─）	
		13		
ゼス１.データ.００１３		15	道（─）	
		13		
ゼス１.データ.００１４		16	箱	20
		13		
ゼス１.データ.００１５		17	道（─）	
		13		
ゼス１.データ.００１６		18	道（─）	
		13		
ゼス１.データ.００１７		19	道（┌）	
		12		
ゼス１.データ.００１８		19	道（┘）	25
		13		
ゼス１.データ.００１９		20	箱	30
		12		
ゼス１.データ.００２０		21	道（┐）	
		12		
ゼス１.データ.００２１		21	道（└）	
		13		
ゼス１.データ.００２２		22	道（─）	
		13		
ゼス１.データ.００２３		23	箱	40
		13		
ゼス１.データ.００２４		24	道（─）	
		13		
ゼス１.データ.００２５		25	道（─）	
		13		
ゼス１.データ.００２６		26	道（─）	
		13		
ゼス１.データ.００２７		27	道（┌）	
		12		
ゼス１.データ.００２８		27	箱	50
		13		
ゼス１.データ.００２９		28	道（─）	
		12		
ゼス１.データ.００３０		28	道（┐）	
		13		
ゼス１.データ.００３１		28	道（└）	
		14		
ゼス１.データ.００３２		29	道（┌）	
		11		
ゼス１.データ.００３３		29	道（┘）	
		12		
ゼス１.データ.００３４		29	箱	60
		14		
ゼス１.データ.００３５		30	箱	90
		11		
ゼス１.データ.００３６		30	道（┌）	
		13		
ゼス１.データ.００３７		30	道（┘）	
		14		
ゼス１.データ.００３８		31	道（─）	
		11		
ゼス１.データ.００３９		31	箱	70
		13		
ゼス１.データ.００４０		32	道（─）	
		11		
ゼス１.データ.００４１		32	道（─）	
		13		
ゼス１.データ.００４２		33	道（─）	
		11		
ゼス１.データ.００４３		33	道（─）	
		13		
ゼス１.データ.００４４		34	箱	91
		11		
ゼス１.データ.００４５		34	箱	80
		13		
ゼス１.データ.００４６		35	道（┐）	
		11		
ゼス１.データ.００４７		35	道（└）	
		12		
ゼス１.データ.００４８		35	道（┐）	
		13		
ゼス１.データ.００４９		35	道（└）	
		14		
ゼス１.データ.００５０		36	道（─）	
		12		
ゼス１.データ.００５１		36	道（─）	
		14		
ゼス１.データ.００５２		37	道（┐）	
		12		
ゼス１.データ.００５３		37	道（├）	
		13		
ゼス１.データ.００５４		37	道（┘）	
		14		
ゼス１.データ.００５５		38	箱	100
		13		
ゼス１.データ.００５６		39	道（─）	
		13		
ゼス１.データ.００５７		40	箱	110
		13		
ゼス１.データ.００５８		41	道（─）	
		13		
ゼス１.データ.００５９		42	箱	120
		13		
ゼス１.データ.００６０		43	道（─）	
		13		
ゼス１.データ.００６１		44	箱	130
		13		
ゼス１.データ.００６２		45	道（─）	
		13		
ゼス１.データ.００６３		46	道（┌）	
		12		
ゼス１.データ.００６４		46	箱	140
		13		
ゼス１.データ.００６５		47	道（─）	
		12		
ゼス１.データ.００６６		48	道（─）	
		12		
ゼス１.データ.００６７		49	箱	200
		12		
ゼス１.データ.００６８		50	道（─）	
		12		
ゼス１.データ.００６９		51	道（┌）	
		11		
ゼス１.データ.００７０		51	道（┘）	
		12		
ゼス１.データ.００７１		52	箱	210
		11		
ゼス１.データ.００７２		53	道（─）	
		11		
ゼス１.データ.００７３		54	道（─）	
		11		
ゼス１.データ.００７４		55	箱	220
		11		
ゼス１.データ.００７５		56	道（─）	
		11		
ゼス１.データ.００７６		57	道（┌）	
		10		
ゼス１.データ.００７７		57	道（┘）	
		11		
ゼス１.データ.００７８		58	道（─）	225
		10		
ゼス１.データ.００７９		59	道（─）	
		10		
ゼス１.データ.００８０		60	道（┐）	
		10		
ゼス１.データ.００８１		60	道（└）	
		11		
ゼス１.データ.００８２		61	箱	230
		11		
ゼス１.データ.００８３		62	道（─）	
		11		
ゼス１.データ.００８４		63	道（─）	
		11		
ゼス１.データ.００８５		64	箱	240
		11		
ゼス１.データ.００８６		65	道（─）	
		11		
ゼス１.データ.００８７		66	道（┌）	
		10		
ゼス１.データ.００８８		66	道（┘）	
		11		
ゼス１.データ.００８９		67	箱	250
		10		
ゼス１.データ.００９０		68	道（─）	
		10		
ゼス１.データ.００９１		69	箱	260
		10		
ゼス１.データ.００９２		70	道（─）	
		10		
ゼス１.データ.００９３		71	道（┐）	
		10		
ゼス１.データ.００９４		71	道（└）	265
		11		
ゼス１.データ.００９５		72	道（─）	
		11		
ゼス１.データ.００９６		73	道（┌）	
		10		
ゼス１.データ.００９７		73	箱	270
		11		
ゼス１.データ.００９８		73	道（└）	
		12		
ゼス１.データ.００９９		74	箱	281
		10		
ゼス１.データ.０１００		74	箱	285
		12		
ゼス１.データ.０１０１		75	道（─）	
		10		
ゼス１.データ.０１０２		75	道（─）	
		12		
ゼス１.データ.０１０３		76	箱	282
		10		
ゼス１.データ.０１０４		76	箱	286
		12		
ゼス１.データ.０１０５		77	道（─）	
		10		
ゼス１.データ.０１０６		77	道（─）	
		12		
ゼス１.データ.０１０７		78	道（┐）	
